com.samsung.shealth.tracker.floors_day_summary,6311013,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
62810050,,62810050,2024-10-24 23:51:07.559,2024-10-24 23:51:07.559,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,3ee96d22-003d-4620-bf49-2d724d106cc2,1619395200000,
62810050,,62810050,2024-10-24 23:51:07.789,2024-10-24 23:51:07.789,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,6bc0bef4-3d78-405f-b83f-4ee89bcd72cf,1719187200000,
62810050,,62810050,2024-10-24 23:51:07.256,2024-10-24 23:51:07.256,175,1,CdeuO5Zn7i,com.sec.android.app.shealth,9407a108-84df-4ada-b66a-a77d753d538e,1625788800000,
62810050,,62810050,2024-10-24 23:51:07.881,2024-10-24 23:51:07.881,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,99e209ae-db12-46de-98af-e9e7dfb53f1b,1721001600000,
62810050,,62810050,2024-10-24 23:51:07.977,2024-10-24 23:51:07.977,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,b6fe8f8e-2561-479d-a781-dbb89351c90e,1645833600000,
62810050,,62810050,2024-10-24 23:51:07.713,2024-10-24 23:51:07.713,136,1,CdeuO5Zn7i,com.sec.android.app.shealth,6782e5c1-1773-402b-b805-d74852e78b37,1604361600000,
62810050,,62810050,2024-10-24 23:51:07.297,2024-10-24 23:51:07.297,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,2d2fec84-4b78-474a-87af-a0891f231623,1723766400000,
62810050,,62810050,2024-10-24 23:51:07.456,2024-10-24 23:51:07.456,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,f176ebdb-4281-41c1-a038-049daa5ae334,1709337600000,
62810050,,62810050,2024-10-24 23:51:07.678,2024-10-24 23:51:07.678,34,1,CdeuO5Zn7i,com.sec.android.app.shealth,d8bc441d-37f7-4070-b2d4-6bc335d889e0,1705968000000,
62810050,,62810050,2024-10-24 23:51:07.824,2024-10-24 23:51:07.824,123,1,CdeuO5Zn7i,com.sec.android.app.shealth,2d0e8a8c-c93b-43ec-a973-fb4aeb8f0654,1649462400000,
62810050,,62810050,2024-10-24 23:51:07.862,2024-10-24 23:51:07.862,326,1,CdeuO5Zn7i,com.sec.android.app.shealth,39d65d77-a824-47f7-abc8-1b07dee8f7cc,1646438400000,
62810050,,62810050,2024-10-24 23:51:08.168,2024-10-24 23:51:08.168,114,1,CdeuO5Zn7i,com.sec.android.app.shealth,0f997299-ca64-4293-b3a8-bf2a92b54180,1645228800000,
62810050,,62810050,2024-10-24 23:51:07.511,2024-10-24 23:51:07.511,189,1,CdeuO5Zn7i,com.sec.android.app.shealth,d79c047d-8c14-408f-8ec9-bc84f73d1caa,1611360000000,
62810050,,62810050,2024-10-24 23:51:07.806,2024-10-24 23:51:07.806,15,1,CdeuO5Zn7i,com.sec.android.app.shealth,82b05192-1035-41c8-aa60-c3dd022ee213,1705363200000,
62810050,,62810050,2024-10-24 23:51:08.105,2024-10-24 23:51:08.105,337,1,CdeuO5Zn7i,com.sec.android.app.shealth,6f4b5b18-0232-4773-8bb6-18cb06317f90,1631404800000,
62810050,,62810050,2024-10-24 23:51:08.352,2024-10-24 23:51:08.352,98,1,CdeuO5Zn7i,com.sec.android.app.shealth,15ae5964-d90a-4ba4-908f-66ee55e565b3,1644624000000,
62810050,,62810050,2024-10-24 23:51:08.138,2024-10-24 23:51:08.138,169,1,CdeuO5Zn7i,com.sec.android.app.shealth,d6dbb4e3-c5be-4680-ae6a-1f9add78ed82,1650672000000,
62810050,,62810050,2024-10-24 23:51:07.960,2024-10-24 23:51:07.960,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,78ac2d1d-8e93-43e0-9bd1-85eaa64f4234,1617580800000,
62810050,,62810050,2024-10-24 23:51:07.652,2024-10-24 23:51:07.652,19,1,CdeuO5Zn7i,com.sec.android.app.shealth,2d841e39-baf3-4438-86e6-3e039d40b42d,1704758400000,
62810050,,62810050,2024-10-24 23:51:08.030,2024-10-24 23:51:08.030,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,e8f5b720-dc45-46d3-8abf-668e01d03e5a,1664496000000,
62810050,,62810050,2024-10-24 23:51:07.910,2024-10-24 23:51:07.910,237,1,CdeuO5Zn7i,com.sec.android.app.shealth,ec50e9a5-7ed2-48e1-a426-2f1710e8e94c,1632009600000,
62810050,,62810050,2024-10-24 23:51:08.308,2024-10-24 23:51:08.308,15,1,CdeuO5Zn7i,com.sec.android.app.shealth,1023362c-ef26-4930-9fa0-873ab3271550,1708387200000,
62810050,,62810050,2024-10-24 23:51:08.568,2024-10-24 23:51:08.568,47,1,CdeuO5Zn7i,com.sec.android.app.shealth,d474dbf8-86f7-4488-a56b-425c8d52e5a9,1629590400000,
62810050,,62810050,2024-10-24 23:51:07.532,2024-10-24 23:51:07.532,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,0ce5a13a-c1d4-4557-9842-11449327cce0,1723161600000,
62810050,,62810050,2024-10-24 23:51:08.196,2024-10-24 23:51:08.196,90,1,CdeuO5Zn7i,com.sec.android.app.shealth,9d96d732-41aa-487f-a125-cfcf82eee8a1,1630800000000,
62810050,,62810050,2024-10-24 23:51:07.995,2024-10-24 23:51:07.995,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,61d49a09-05c5-4281-81ba-d519bf4b1760,1721606400000,
62810050,,62810050,2024-10-24 23:51:08.437,2024-10-24 23:51:08.437,21,1,CdeuO5Zn7i,com.sec.android.app.shealth,c31f23a8-5209-4936-8509-1fc0fe2159c6,1630195200000,
62810050,,62810050,2024-10-24 23:51:08.270,2024-10-24 23:51:08.270,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,f9815673-5e21-4783-a5e4-282fbb39428b,1616976000000,
62810050,,62810050,2024-10-24 23:51:08.017,2024-10-24 23:51:08.017,108,1,CdeuO5Zn7i,com.sec.android.app.shealth,4e31a31d-9c51-4778-9ce8-592bcfe958e8,1603756800000,
62810050,,62810050,2024-10-24 23:51:07.924,2024-10-24 23:51:07.924,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,0e7cac63-8798-4244-9bb6-d5888ea2b704,1663891200000,
62810050,,62810050,2024-10-24 23:51:08.324,2024-10-24 23:51:08.324,23,1,CdeuO5Zn7i,com.sec.android.app.shealth,294db62f-a704-487c-903f-d411547da242,1616371200000,
62810050,,62810050,2024-10-24 23:51:08.596,2024-10-24 23:51:08.596,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,1943d730-b20f-404d-a5aa-519f3face134,1666310400000,
62810050,,62810050,2024-10-24 23:51:08.048,2024-10-24 23:51:08.048,31,1,CdeuO5Zn7i,com.sec.android.app.shealth,073f862d-e8e0-41ce-8618-c4c9ec37851a,1720396800000,
62810050,,62810050,2024-10-24 23:51:08.243,2024-10-24 23:51:08.243,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,9f42be72-5ab7-494c-b030-093929ff2692,1707177600000,
62810050,,62810050,2024-10-24 23:51:08.811,2024-10-24 23:51:08.811,30,1,CdeuO5Zn7i,com.sec.android.app.shealth,b901c725-5df2-4df1-bc1d-1c3fe5bca5ae,1614556800000,
62810050,,62810050,2024-10-24 23:51:08.783,2024-10-24 23:51:08.783,69,1,CdeuO5Zn7i,com.sec.android.app.shealth,19f5e1bd-b896-4be7-bf89-412912cb5316,1628985600000,
62810050,,62810050,2024-10-24 23:51:07.738,2024-10-24 23:51:07.738,122,1,CdeuO5Zn7i,com.sec.android.app.shealth,069fe61e-1790-4ad6-b917-9958b6601b2d,1647043200000,
62810050,,62810050,2024-10-24 23:51:08.075,2024-10-24 23:51:08.075,188,1,CdeuO5Zn7i,com.sec.android.app.shealth,94c8ec30-02c0-4a26-b502-abcabf9d0edf,1602547200000,
62810050,,62810050,2024-10-24 23:51:08.753,2024-10-24 23:51:08.753,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,dd9d6eb6-7087-4f8f-8e29-2d6ee0694728,1643414400000,
62810050,,62810050,2024-10-24 23:51:08.535,2024-10-24 23:51:08.535,30,1,CdeuO5Zn7i,com.sec.android.app.shealth,edf89255-8ed3-4e70-bb05-b954da534481,1708992000000,
62810050,,62810050,2024-10-24 23:51:08.380,2024-10-24 23:51:08.380,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,4787b7e2-81fc-4ca5-9a7c-d634c0e9be6c,1651276800000,
62810050,,62810050,2024-10-24 23:51:08.623,2024-10-24 23:51:08.623,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,78c653ad-4c80-46df-86bf-f5694e6eaa3d,1615766400000,
62810050,,62810050,2024-10-24 23:51:08.694,2024-10-24 23:51:08.694,122,1,CdeuO5Zn7i,com.sec.android.app.shealth,43764699-3207-4e13-942a-098cfa5c001c,1601337600000,
62810050,,62810050,2024-10-24 23:51:08.662,2024-10-24 23:51:08.662,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,57a7900b-04f9-4433-819e-c887ae73b420,1615161600000,
62810050,,62810050,2024-10-24 23:51:08.838,2024-10-24 23:51:08.838,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,230a5106-7aae-4967-b2b0-51ddd9bb7780,1709596800000,
62810050,,62810050,2024-10-24 23:51:08.215,2024-10-24 23:51:08.215,42,1,CdeuO5Zn7i,com.sec.android.app.shealth,fa408a88-2aec-421a-8bc1-9529ecdb2c3f,1603152000000,
62810050,,62810050,2024-10-24 23:51:08.920,2024-10-24 23:51:08.920,184,1,CdeuO5Zn7i,com.sec.android.app.shealth,8e93ed72-171f-4604-80fc-35dce8477f58,1600732800000,
62810050,,62810050,2024-10-24 23:51:08.470,2024-10-24 23:51:08.470,198,1,CdeuO5Zn7i,com.sec.android.app.shealth,048cc109-e170-4a0c-bf17-87b61287ea66,1644019200000,
62810050,,62810050,2024-10-24 23:51:08.407,2024-10-24 23:51:08.407,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,6238485f-d8cd-4720-a370-5cb9c15ffa46,1722816000000,
62810050,,62810050,2024-10-24 23:51:08.507,2024-10-24 23:51:08.507,131,1,CdeuO5Zn7i,com.sec.android.app.shealth,2ade3d4d-343f-49f5-967a-d69cc3d3e1e0,1651881600000,
62810050,,62810050,2024-10-24 23:51:09.045,2024-10-24 23:51:09.045,19,1,CdeuO5Zn7i,com.sec.android.app.shealth,07bc454a-6710-4a53-8f32-993d6ca7007f,1667520000000,
62810050,,62810050,2024-10-24 23:51:09.072,2024-10-24 23:51:09.072,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,c6dbad23-2865-484b-9669-b50ba4f53733,1723420800000,
62810050,,62810050,2024-10-24 23:51:08.290,2024-10-24 23:51:08.290,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,ee834cbd-6fa4-491f-aadf-a4e6a08bea4f,1601942400000,
62810050,,62810050,2024-10-24 23:51:08.645,2024-10-24 23:51:08.645,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,69c57a4f-7b14-47a0-bb3e-4282e8485212,1722211200000,
62810050,,62810050,2024-10-24 23:51:08.958,2024-10-24 23:51:08.958,32,1,CdeuO5Zn7i,com.sec.android.app.shealth,930428f8-8766-4185-8f7b-250434358bee,1653091200000,
62810050,,62810050,2024-10-24 23:51:08.865,2024-10-24 23:51:08.865,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,e3497669-1baf-462e-8a09-faeb8293b4ba,1666915200000,
62810050,,62810050,2024-10-24 23:51:08.984,2024-10-24 23:51:08.984,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,f288f330-acd5-4fc3-81b5-18b3f100b030,1724630400000,
62810050,,62810050,2024-10-24 23:51:09.014,2024-10-24 23:51:09.014,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,5d60c6a0-3d7e-499f-9b90-540f697da80c,1642809600000,
62810050,,62810050,2024-10-24 23:51:09.106,2024-10-24 23:51:09.106,79,1,CdeuO5Zn7i,com.sec.android.app.shealth,a964221b-021c-428f-b606-65f2a7a9587f,1628380800000,
62810050,,62810050,2024-10-24 23:51:08.724,2024-10-24 23:51:08.724,122,1,CdeuO5Zn7i,com.sec.android.app.shealth,3b4ff251-4479-4539-87fe-849fa86b70b3,1652486400000,
62810050,,62810050,2024-10-24 23:51:09.151,2024-10-24 23:51:09.151,134,1,CdeuO5Zn7i,com.sec.android.app.shealth,35d77102-5be6-4bc8-b83e-bef43d8464b9,1653696000000,
62810050,,62810050,2024-10-24 23:51:09.183,2024-10-24 23:51:09.183,116,1,CdeuO5Zn7i,com.sec.android.app.shealth,978e2837-b2c7-48b5-9fdb-1c7d3c83f468,1627776000000,
62810050,,62810050,2024-10-24 23:51:09.217,2024-10-24 23:51:09.217,199,1,CdeuO5Zn7i,com.sec.android.app.shealth,29d511c4-d734-4771-bbfb-3eeb6c127d7f,1600128000000,
62810050,,62810050,2024-10-24 23:51:09.243,2024-10-24 23:51:09.243,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,498ddb9d-9feb-466d-ab07-eafefb6f3873,1710201600000,
62810050,,62810050,2024-10-24 23:51:09.270,2024-10-24 23:51:09.270,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,252ca93e-78a7-40dc-9d05-38a1650c1e90,1613952000000,
62810050,,62810050,2024-10-24 23:51:09.294,2024-10-24 23:51:09.294,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,fe817730-725b-433a-870d-b05393a5aa20,1724025600000,
62810050,,62810050,2024-10-24 23:51:09.423,2024-10-24 23:51:09.423,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,523be64b-0bfa-48d2-86f8-7d76d23bfea8,1611619200000,
62810050,,62810050,2024-10-24 23:51:09.451,2024-10-24 23:51:09.451,78,1,CdeuO5Zn7i,com.sec.android.app.shealth,fa678a11-0614-43b0-a322-b73fb5df4e34,1625443200000,
62810050,,62810050,2024-10-24 23:51:09.319,2024-10-24 23:51:09.319,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,89bba7f0-e47a-4594-93b5-ab96f07382ac,1639872000000,
62810050,,62810050,2024-10-24 23:51:09.506,2024-10-24 23:51:09.506,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,62454692-85bd-4059-af1c-d0cb3b1d98d8,1712534400000,
62810050,,62810050,2024-10-24 23:51:09.351,2024-10-24 23:51:09.351,331,1,CdeuO5Zn7i,com.sec.android.app.shealth,dbe192a9-d501-4237-8e60-ca4be2302003,1656028800000,
62810050,,62810050,2024-10-24 23:51:09.562,2024-10-24 23:51:09.562,23,1,CdeuO5Zn7i,com.sec.android.app.shealth,b0d93a8b-2f5e-4933-a174-ce6dc24d9775,1610409600000,
62810050,,62810050,2024-10-24 23:51:09.533,2024-10-24 23:51:09.533,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,d3802572-7ade-4e1f-a4f8-a88741dd095d,1624838400000,
62810050,,62810050,2024-10-24 23:51:09.128,2024-10-24 23:51:09.128,53,1,CdeuO5Zn7i,com.sec.android.app.shealth,15252dc5-04c4-49ec-8f81-bbf45baeb77f,1599523200000,
62810050,,62810050,2024-10-24 23:51:09.643,2024-10-24 23:51:09.643,136,1,CdeuO5Zn7i,com.sec.android.app.shealth,9e6ad39f-fdb2-4511-bb23-1ee81b8e0054,1596585600000,
62810050,,62810050,2024-10-24 23:51:09.785,2024-10-24 23:51:09.785,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,2d24de84-efcb-4ab5-aace-c2246a41c75a,1700524800000,
62810050,,62810050,2024-10-24 23:51:09.407,2024-10-24 23:51:09.407,11,1,CdeuO5Zn7i,com.sec.android.app.shealth,100362e8-7d6b-4a3d-8cf8-09ef4ca5bce5,1597190400000,
62810050,,62810050,2024-10-24 23:51:09.728,2024-10-24 23:51:09.728,33,1,CdeuO5Zn7i,com.sec.android.app.shealth,2a86170e-b440-4ff9-afb6-fe355ccaf7cd,1595376000000,
62810050,,62810050,2024-10-24 23:51:09.478,2024-10-24 23:51:09.478,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,6ec3bd56-7c2a-47e8-9e0b-eb980e22929b,1670457600000,
62810050,,62810050,2024-10-24 23:51:09.949,2024-10-24 23:51:09.949,29,1,CdeuO5Zn7i,com.sec.android.app.shealth,46d7ad25-5859-4625-a1b5-7fbd4f5b62a5,1701129600000,
62810050,,62810050,2024-10-24 23:51:09.891,2024-10-24 23:51:09.891,169,1,CdeuO5Zn7i,com.sec.android.app.shealth,9f804519-8b74-4304-a215-c8ce47987f2d,1595980800000,
62810050,,62810050,2024-10-24 23:51:09.675,2024-10-24 23:51:09.675,17,1,CdeuO5Zn7i,com.sec.android.app.shealth,71268b05-20c5-4010-857b-c891b181d8e5,1657238400000,
62810050,,62810050,2024-10-24 23:51:09.860,2024-10-24 23:51:09.860,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,af868221-0f66-4866-82e2-252d98d93ff2,1623628800000,
62810050,,62810050,2024-10-24 23:51:09.755,2024-10-24 23:51:09.755,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,b902006f-8b7a-4f0e-a5db-de9d99f315b7,1671667200000,
62810050,,62810050,2024-10-24 23:51:10.168,2024-10-24 23:51:10.168,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,a7df18aa-bc0e-4c2e-a5c4-7e2402192ca0,1607990400000,
62810050,,62810050,2024-10-24 23:51:09.377,2024-10-24 23:51:09.377,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,91ac4f16-2cd3-42ae-9a4e-fa855cc382f1,1713139200000,
62810050,,62810050,2024-10-24 23:51:10.113,2024-10-24 23:51:10.113,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,e8c6fe44-0a52-45d0-891f-c89fd2b0e0e8,1659052800000,
62810050,,62810050,2024-10-24 23:51:09.706,2024-10-24 23:51:09.706,267,1,CdeuO5Zn7i,com.sec.android.app.shealth,5169f2cc-fcd1-4735-91fc-ee82b3ae7f2c,1609804800000,
62810050,,62810050,2024-10-24 23:51:09.804,2024-10-24 23:51:09.804,61,1,CdeuO5Zn7i,com.sec.android.app.shealth,6ef54d2e-bf05-4c45-985c-c29e52acc9d5,1657843200000,
62810050,,62810050,2024-10-24 23:51:10.335,2024-10-24 23:51:10.335,20,1,CdeuO5Zn7i,com.sec.android.app.shealth,f00d9c54-ce1c-437c-91c3-9f1e4d958f37,1674086400000,
62810050,,62810050,2024-10-24 23:51:10.002,2024-10-24 23:51:10.002,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,0aaacb8b-1023-48f0-8570-6a1f715318b6,1714953600000,
62810050,,62810050,2024-10-24 23:51:10.020,2024-10-24 23:51:10.020,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,c86e3cdf-c24e-492c-8cd2-89ff0e8bacd6,1623024000000,
62810050,,62810050,2024-10-24 23:51:10.228,2024-10-24 23:51:10.228,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,b6a8cee7-af6f-4168-bd9c-f6137def72e5,1636243200000,
62810050,,62810050,2024-10-24 23:51:10.211,2024-10-24 23:51:10.211,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,269ddb9d-a8d6-4f01-ad8b-7de2fc537661,1701734400000,
62810050,,62810050,2024-10-24 23:51:09.599,2024-10-24 23:51:09.599,16,1,CdeuO5Zn7i,com.sec.android.app.shealth,bc6f0c95-09ad-425f-925d-134691e3616f,1713744000000,
62810050,,62810050,2024-10-24 23:51:10.362,2024-10-24 23:51:10.362,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,c3df0779-8330-48e2-8b47-fe4a1cef6dbe,1716768000000,
62810050,,62810050,2024-10-24 23:51:09.847,2024-10-24 23:51:09.847,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,39475ef3-cf49-4974-b7dd-aaf39201d534,1672272000000,
62810050,,62810050,2024-10-24 23:51:10.197,2024-10-24 23:51:10.197,86,1,CdeuO5Zn7i,com.sec.android.app.shealth,126a5797-b6ad-44f2-98a4-3773258697fb,1608595200000,
62810050,,62810050,2024-10-24 23:51:10.137,2024-10-24 23:51:10.137,18,1,CdeuO5Zn7i,com.sec.android.app.shealth,6923ac6f-5fd3-4656-918b-e19a8d4bd2db,1673481600000,
62810050,,62810050,2024-10-24 23:51:10.264,2024-10-24 23:51:10.264,188,1,CdeuO5Zn7i,com.sec.android.app.shealth,52f3d829-d217-4755-b013-d0f2ede1a155,1621814400000,
62810050,,62810050,2024-10-24 23:51:09.976,2024-10-24 23:51:09.976,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,11d1a034-3b91-4574-a43a-77e971746bf9,1658448000000,
62810050,,62810050,2024-10-24 23:51:10.526,2024-10-24 23:51:10.526,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,268b6572-7309-400b-bdc7-7ade5c70602d,1620604800000,
62810050,,62810050,2024-10-24 23:51:10.306,2024-10-24 23:51:10.306,35,1,CdeuO5Zn7i,com.sec.android.app.shealth,2c03ce26-bce1-4238-96f5-a6637956aa1f,1702944000000,
62810050,,62810050,2024-10-24 23:51:10.077,2024-10-24 23:51:10.077,16,1,CdeuO5Zn7i,com.sec.android.app.shealth,fae00240-56fb-4f82-94a3-b5526a8f1a29,1622419200000,
62810050,,62810050,2024-10-24 23:51:09.827,2024-10-24 23:51:09.827,195,1,CdeuO5Zn7i,com.sec.android.app.shealth,8637aa22-b903-4b4c-b93f-64546a609972,1624233600000,
62810050,,62810050,2024-10-24 23:51:10.390,2024-10-24 23:51:10.390,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,9650c006-6cba-4387-a26e-151f72e53f36,1660262400000,
62810050,,62810050,2024-10-24 23:51:10.569,2024-10-24 23:51:10.569,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,a286abc1-8a8c-4f09-bac7-42d621dc692d,1718582400000,
62810050,,62810050,2024-10-24 23:51:10.045,2024-10-24 23:51:10.045,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,6e55d6bb-e98c-4c51-990c-2b6c37d5e0e3,1672876800000,
62810050,,62810050,2024-10-24 23:51:10.583,2024-10-24 23:51:10.583,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,71bdf63a-ce1c-4785-afd5-d3c3724a1d19,1606780800000,
62810050,,62810050,2024-10-24 23:51:10.242,2024-10-24 23:51:10.242,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,7a6e8871-abcb-4c86-8120-a6cd3c356076,1659657600000,
62810050,,62810050,2024-10-24 23:51:10.497,2024-10-24 23:51:10.497,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,631b1249-08c8-4599-9ffb-283fbadc4073,1717372800000,
62810050,,62810050,2024-10-24 23:51:10.286,2024-10-24 23:51:10.286,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,91b9da0a-89ae-411b-87b2-7138f842d318,1607385600000,
62810050,,62810050,2024-10-24 23:51:10.710,2024-10-24 23:51:10.710,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,c0a4885a-2f83-4bc1-bad9-4c680804ed56,1606176000000,
62810050,,62810050,2024-10-24 23:51:10.925,2024-10-24 23:51:10.925,26,1,CdeuO5Zn7i,com.sec.android.app.shealth,82be16ee-1cec-4835-8e48-d59f784a859a,1721520000000,
62810050,,62810050,2024-10-24 23:51:10.541,2024-10-24 23:51:10.541,180,1,CdeuO5Zn7i,com.sec.android.app.shealth,35972404-deb5-433d-ae88-1bd3f60070f8,1648857600000,
62810050,,62810050,2024-10-24 23:51:10.611,2024-10-24 23:51:10.611,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,b98a793c-4b6f-416f-9294-989f781a7bab,1661472000000,
62810050,,62810050,2024-10-24 23:51:10.834,2024-10-24 23:51:10.834,11,1,CdeuO5Zn7i,com.sec.android.app.shealth,018705c5-26b9-453c-8615-3f5617ad9c46,1621123200000,
62810050,,62810050,2024-10-24 23:51:10.418,2024-10-24 23:51:10.418,24,1,CdeuO5Zn7i,com.sec.android.app.shealth,1d89f49c-39a9-44f6-9e1f-df45000b865e,1702339200000,
62810050,,62810050,2024-10-24 23:51:10.677,2024-10-24 23:51:10.677,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,6fe7d09c-948e-4a65-b4f2-0dd83bb3b6af,1605571200000,
62810050,,62810050,2024-10-24 23:51:10.988,2024-10-24 23:51:10.988,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,c0f0046c-961f-492b-aa99-f5a59327344e,1607299200000,
62810050,,62810050,2024-10-24 23:51:10.471,2024-10-24 23:51:10.471,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,76fde041-33de-4695-ac9b-e0e0b9fd3b1d,1621209600000,
62810050,,62810050,2024-10-24 23:51:11.237,2024-10-24 23:51:11.237,71,1,CdeuO5Zn7i,com.sec.android.app.shealth,19a882f7-d2ad-4149-bbf3-2ef032b05df0,1648166400000,
62810050,,62810050,2024-10-24 23:51:10.763,2024-10-24 23:51:10.763,21,1,CdeuO5Zn7i,com.sec.android.app.shealth,d17e5593-2432-4801-93fa-62c893df9bf8,1662076800000,
62810050,,62810050,2024-10-24 23:51:10.908,2024-10-24 23:51:10.908,104,1,CdeuO5Zn7i,com.sec.android.app.shealth,1549de55-54c3-48bf-944a-06e722cfc9af,1649980800000,
62810050,,62810050,2024-10-24 23:51:10.954,2024-10-24 23:51:10.954,30,1,CdeuO5Zn7i,com.sec.android.app.shealth,8c6a3564-3508-49df-b0e8-2a7195e2deec,1664409600000,
62810050,,62810050,2024-10-24 23:51:10.742,2024-10-24 23:51:10.742,38,1,CdeuO5Zn7i,com.sec.android.app.shealth,b2ea0463-df88-4abf-a05c-ed7715f800ad,1648252800000,
62810050,,62810050,2024-10-24 23:51:11.174,2024-10-24 23:51:11.174,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,346bb945-b45d-4364-9d7f-04dbc376b582,1707091200000,
62810050,,62810050,2024-10-24 23:51:11.015,2024-10-24 23:51:11.015,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,6c67056e-ad14-4701-b0df-07830013bba7,1706486400000,
62810050,,62810050,2024-10-24 23:51:11.121,2024-10-24 23:51:11.121,26,1,CdeuO5Zn7i,com.sec.android.app.shealth,02cb1d20-cd53-4526-ba79-79799530be5e,1665014400000,
62810050,,62810050,2024-10-24 23:51:10.782,2024-10-24 23:51:10.782,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,47cd7eaf-1097-41a2-97c9-cd1186845f72,1717977600000,
62810050,,62810050,2024-10-24 23:51:11.265,2024-10-24 23:51:11.265,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,afb3b6ba-587b-4038-9c12-0f0ca0200084,1708300800000,
62810050,,62810050,2024-10-24 23:51:10.799,2024-10-24 23:51:10.799,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,f167b1ed-aee8-4cc9-945b-8858ede9629f,1620000000000,
62810050,,62810050,2024-10-24 23:51:11.031,2024-10-24 23:51:11.031,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,5139a94d-73d6-41e7-9613-f80105bb1e5b,1707696000000,
62810050,,62810050,2024-10-24 23:51:10.446,2024-10-24 23:51:10.446,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,4028e3a2-8ecb-4bb2-ab01-32925a5b3352,1660867200000,
62810050,,62810050,2024-10-24 23:51:11.343,2024-10-24 23:51:11.343,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,b5ef79ce-080d-425d-b1ae-b2e483ae9af0,1619308800000,
62810050,,62810050,2024-10-24 23:51:11.375,2024-10-24 23:51:11.375,153,1,CdeuO5Zn7i,com.sec.android.app.shealth,eb7309c0-c748-4829-9e69-24f6068ff3e4,1651795200000,
